Timepoint,Time,SocketID,Time,pktFlowWindow,pktCongestionWindow,pktFlightSize,msRTT,mbpsBandwidth,mbpsMaxBW,pktSent,pktSentUnique,pktSndLoss,pktSndDrop,pktRetrans,pktSndFilterExtra,byteSent,byteSentUnique,byteSndDrop,byteAvailSndBuf,msSndBuf,mbpsSendRate,usPktSndPeriod,pktRecv,pktRecvUnique,pktRcvLoss,pktRcvDrop,pktRcvRetrans,pktRcvBelated,pktRcvFilterExtra,pktRcvFilterSupply,pktRcvFilterLoss,byteRecv,byteRecvUnique,byteRcvLoss,byteRcvDrop,byteAvailRcvBuf,msRcvBuf,mbpsRecvRate,msRcvTsbPdDelay
2022-01-17T12:39:16.321459+0000,1218108,448292610,1218108,8192,8192,0,47.634,116.808,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1051,1048,17,0,20,3,0,0,0,1429360,1425280,23120,0,11784000,740,4.53383,800
2022-01-17T12:39:18.605685+0000,1220392,448292610,1220392,8192,8192,0,47.394,128.796,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1036,1036,5,0,5,0,0,0,0,1408960,1408960,6800,0,11721000,747,4.9346,800
2022-01-17T12:39:21.109797+0000,1222896,448292610,1222896,8192,8192,0,48.234,110.076,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,989,979,28,0,38,10,0,0,0,1345040,1331440,38080,0,11752500,723,4.29704,800
2022-01-17T12:39:23.121803+0000,1224908,448292610,1224908,8192,8192,0,48.02,155.184,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,926,922,14,0,18,4,0,0,0,1259360,1253920,19040,0,11871000,591,5.00738,800
2022-01-17T12:39:24.622245+0000,1226409,448292610,1226409,8192,8192,0,47.375,139.74,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,964,963,5,0,6,1,0,0,0,1311040,1309680,6800,0,11928000,431,6.99057,800
2022-01-17T12:39:26.341566+0000,1228128,448292610,1228128,8192,8192,0,47.265,144.984,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1064,1063,4,0,5,1,0,0,0,1447040,1445680,5440,0,11835000,463,6.73278,800
2022-01-17T12:39:28.111907+0000,1229898,448292610,1229898,8192,8192,0,47.814,154.128,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1062,1059,10,0,13,3,0,0,0,1444320,1440240,13600,0,11746500,543,6.52669,800
2022-01-17T12:39:29.887890+0000,1231674,448292610,1231674,8192,8192,0,48.584,167.988,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1055,1052,13,0,11,3,0,0,0,1434800,1430720,17680,0,11674500,652,6.46313,800
2022-01-17T12:39:31.605205+0000,1233392,448292610,1233392,8192,8192,0,47.857,140.796,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1026,1020,16,0,27,6,0,0,0,1395360,1387200,21760,0,11641500,663,6.50021,800
2022-01-17T12:39:33.228207+0000,1235015,448292610,1235015,8192,8192,0,48.185,146.016,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,911,906,22,0,27,5,0,0,0,1238960,1232160,29920,0,11776500,684,6.10699,800
2022-01-17T12:39:35.299843+0000,1237086,448292610,1237086,8192,8192,0,47.461,96.024,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1085,1081,15,0,19,4,0,0,0,1475600,1470160,20400,0,11655000,717,5.6983,800
2022-01-17T12:39:36.745057+0000,1238531,448292610,1238531,8192,8192,0,47.898,156.648,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,877,874,20,0,22,3,0,0,0,1192720,1188640,27200,0,11856000,567,6.60233,800
2022-01-17T12:39:38.262264+0000,1240049,448292610,1240049,8192,8192,0,47.829,130.284,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,948,937,39,0,50,11,0,0,0,1289280,1274320,53040,0,11980500,410,6.79816,800
2022-01-17T12:39:40.861715+0000,1242648,448292610,1242648,8192,8192,0,49.044,143.772,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1037,1034,38,0,42,3,0,0,0,1410320,1406240,51680,0,11892000,705,4.34036,800
2022-01-17T12:39:43.040457+0000,1244827,448292610,1244827,8192,8192,0,48.66,111.408,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1203,1193,48,0,56,10,0,0,0,1636080,1622480,65280,0,11626500,718,6.00746,800
2022-01-17T12:39:44.664737+0000,1246451,448292610,1246451,8192,8192,0,47.941,144,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,952,948,29,0,34,3,0,0,0,1294720,1289280,39440,0,11685000,667,6.37681,800
2022-01-17T12:39:46.404898+0000,1248191,448292610,1248191,8192,8192,0,47.672,170.28,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1018,1011,36,0,43,6,0,0,0,1384480,1374960,48960,0,11689500,682,6.36483,800
2022-01-17T12:39:48.129736+0000,1249916,448292610,1249916,8192,8192,0,48.43,162.996,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,967,962,26,0,30,5,0,0,0,1315120,1308320,35360,0,11757000,646,6.09968,800
2022-01-17T12:39:49.775836+0000,1251562,448292610,1251562,8192,8192,0,48.294,130.236,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,969,963,29,0,37,6,0,0,0,1317840,1309680,39440,0,11776500,599,6.40469,800
2022-01-17T12:39:51.763477+0000,1253550,448292610,1253550,8192,8192,0,48.339,153.732,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1041,1034,24,0,30,7,0,0,0,1415760,1406240,32640,0,11757000,720,5.69826,800
2022-01-17T12:39:53.783275+0000,1255570,448292610,1255570,8192,8192,0,47.706,150.876,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,997,989,21,0,29,8,0,0,0,1355920,1345040,28560,0,11749500,742,5.37052,800
2022-01-17T12:39:56.156669+0000,1257943,448292610,1257943,8192,8192,0,47.984,149.796,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,886,885,13,0,15,1,0,0,0,1204960,1203600,17680,0,11914500,745,4.06154,800
2022-01-17T12:39:58.447371+0000,1260234,448292610,1260234,8192,8192,0,47.269,137.316,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1076,1075,13,0,12,1,0,0,0,1463360,1462000,17680,0,11815500,735,5.11063,800
2022-01-17T12:40:00.498489+0000,1262285,448292610,1262285,8192,8192,0,48.145,105.972,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1082,1075,23,0,32,7,0,0,0,1471520,1462000,31280,0,11689500,728,5.7394,800
2022-01-17T12:40:02.424567+0000,1264211,448292610,1264211,8192,8192,0,48.499,141.84,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,926,921,30,0,34,5,0,0,0,1259360,1252560,40800,0,11827500,692,5.23074,800
2022-01-17T12:40:04.556848+0000,1266343,448292610,1266343,8192,8192,0,48.126,132.672,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1027,1023,18,0,23,4,0,0,0,1396720,1391280,24480,0,11767500,712,5.24031,800
2022-01-17T12:40:06.491560+0000,1268278,448292610,1268278,8192,8192,0,48.109,107.376,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1081,1080,13,0,14,1,0,0,0,1470160,1468800,17680,0,11647500,697,6.07904,800
2022-01-17T12:40:08.187405+0000,1269974,448292610,1269974,8192,8192,0,47.357,122.04,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,949,944,11,0,15,5,0,0,0,1290640,1283840,14960,0,11758500,720,6.08849,800
2022-01-17T12:40:10.346835+0000,1272133,448292610,1272133,8192,8192,0,48.535,110.736,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,972,966,18,0,25,6,0,0,0,1321920,1313760,24480,0,11785500,750,4.8973,800
2022-01-17T12:40:12.418565+0000,1274205,448292610,1274205,8192,8192,0,48.083,117.108,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1052,1052,16,0,16,0,0,0,0,1430720,1430720,21760,0,11709000,684,5.52474,800
2022-01-17T12:40:14.209564+0000,1275996,448292610,1275996,8192,8192,0,47.446,182.22,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1018,1017,4,0,4,1,0,0,0,1384480,1383120,5440,0,11715000,717,6.18415,800
2022-01-17T12:40:16.034873+0000,1277821,448292610,1277821,8192,8192,0,47.265,141.576,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,872,868,20,0,25,4,0,0,0,1185920,1180480,27200,0,11877000,747,5.19768,800
2022-01-17T12:40:18.454861+0000,1280241,448292610,1280241,8192,8192,0,47.748,145.26,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1000,998,13,0,15,2,0,0,0,1360000,1357280,17680,0,11880000,748,4.49589,800
2022-01-17T12:40:20.787943+0000,1282574,448292610,1282574,8192,8192,0,47.848,160.692,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1081,1081,12,0,12,0,0,0,0,1470160,1470160,16320,0,11758500,746,5.04109,800
2022-01-17T12:40:22.880961+0000,1284667,448292610,1284667,8192,8192,0,47.982,133.644,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1000,1000,9,0,9,0,0,0,0,1360000,1360000,12240,0,11758500,756,5.19823,800
2022-01-17T12:40:24.914474+0000,1286701,448292610,1286701,8192,8192,0,47.359,137.472,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1026,1025,6,0,7,1,0,0,0,1395360,1394000,8160,0,11722500,737,5.48945,800
2022-01-17T12:40:26.700247+0000,1288487,448292610,1288487,8192,8192,0,47.926,136.128,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1006,1006,1,0,1,0,0,0,0,1368160,1368160,1360,0,11715000,679,6.12919,800
2022-01-17T12:40:28.549042+0000,1290335,448292610,1290335,8192,8192,0,47.623,141.336,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1004,1003,11,0,12,1,0,0,0,1365440,1364080,14960,0,11710500,679,5.90844,800
2022-01-17T12:40:30.384023+0000,1292170,448292610,1292170,8192,8192,0,47.827,151.08,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,988,986,5,0,7,2,0,0,0,1343680,1340960,6800,0,11734500,698,5.85806,800
2022-01-17T12:40:32.306205+0000,1294093,448292610,1294093,8192,8192,0,47.68,145.26,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,968,968,8,0,8,0,0,0,0,1316480,1316480,10880,0,11779500,709,5.47911,800
2022-01-17T12:40:34.185645+0000,1295972,448292610,1295972,8192,8192,0,46.796,121.176,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1055,1055,9,0,9,0,0,0,0,1434800,1434800,12240,0,11695500,703,6.1074,800
2022-01-17T12:40:35.932558+0000,1297719,448292610,1297719,8192,8192,0,48.216,138.084,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1025,1024,4,0,5,1,0,0,0,1394000,1392640,5440,0,11665500,711,6.38379,800
2022-01-17T12:40:37.736119+0000,1299523,448292610,1299523,8192,8192,0,48.261,149.496,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1010,1010,8,0,8,0,0,0,0,1373600,1373600,10880,0,11643000,717,6.0928,800
2022-01-17T12:40:39.534200+0000,1301321,448292610,1301321,8192,8192,0,47.938,128.04,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,982,981,13,0,13,1,0,0,0,1335520,1334160,17680,0,11695500,720,5.942,800
2022-01-17T12:40:41.524737+0000,1303311,448292610,1303311,8192,8192,0,47.655,137.016,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,952,950,14,0,16,2,0,0,0,1294720,1292000,19040,0,11772000,718,5.20351,800
2022-01-17T12:40:43.493676+0000,1305280,448292610,1305280,8192,8192,0,47.857,150.588,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,983,976,19,0,27,7,0,0,0,1336880,1327360,25840,0,11788500,744,5.43187,800
2022-01-17T12:40:45.910686+0000,1307697,448292610,1307697,8192,8192,0,47.245,148.716,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,879,875,10,0,14,4,0,0,0,1195440,1190000,13600,0,11979000,739,3.95676,800
2022-01-17T12:40:48.409972+0000,1310196,448292610,1310196,8192,8192,0,47.853,130.044,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1211,1207,14,0,18,4,0,0,0,1646960,1641520,19040,0,11665500,743,5.27176,800
2022-01-17T12:40:50.146244+0000,1311933,448292610,1311933,8192,8192,0,46.979,135.888,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,977,976,9,0,10,1,0,0,0,1328720,1327360,12240,0,11703000,720,6.12221,800
2022-01-17T12:40:51.884751+0000,1313671,448292610,1313671,8192,8192,0,48.999,127.536,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1027,1024,24,0,27,3,0,0,0,1396720,1392640,32640,0,11659500,706,6.4272,800
2022-01-17T12:40:53.693922+0000,1315480,448292610,1315480,8192,8192,0,48.459,162,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,993,990,17,0,20,3,0,0,0,1350480,1346400,23120,0,11686500,741,5.97173,800
2022-01-17T12:40:55.520310+0000,1317307,448292610,1317307,8192,8192,0,47.153,168.432,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1022,1020,12,0,14,2,0,0,0,1389920,1387200,16320,0,11649000,738,6.08813,800
2022-01-17T12:40:57.934121+0000,1319721,448292610,1319721,8192,8192,0,48.057,167.004,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,812,810,11,0,13,2,0,0,0,1104320,1101600,14960,0,11968500,749,3.66001,800
2022-01-17T12:41:00.546324+0000,1322333,448292610,1322333,8192,8192,0,47.428,121.98,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1070,1069,11,0,11,1,0,0,0,1455200,1453840,14960,0,11853000,749,4.45662,800
2022-01-17T12:41:02.190925+0000,1323977,448292610,1323977,8192,8192,0,47.661,146.352,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,984,982,6,0,9,2,0,0,0,1338240,1335520,8160,0,11856000,553,6.50973,800
2022-01-17T12:41:03.585506+0000,1325372,448292610,1325372,8192,8192,0,49.085,133.068,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,897,894,12,0,14,3,0,0,0,1219920,1215840,16320,0,12018000,368,6.99804,800
2022-01-17T12:41:04.963117+0000,1326750,448292610,1326750,8192,8192,0,47.43,127.224,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,895,894,7,0,9,1,0,0,0,1217200,1215840,9520,0,12177000,202,7.0685,800
2022-01-17T12:41:06.376240+0000,1328163,448292610,1328163,8192,8192,0,47.745,134.976,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,924,924,9,0,9,0,0,0,0,1256640,1256640,12240,0,12285000,71,7.11407,800
2022-01-17T12:41:07.992120+0000,1329779,448292610,1329779,8192,8192,0,48.441,126.408,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1016,1002,16,16,14,14,0,0,0,1381760,1362720,21760,21760,12283500,24,6.84091,800
2022-01-17T12:41:10.281025+0000,1332067,448292610,1332067,8192,8192,0,48.222,127.176,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1318,1315,19,1,21,3,0,0,0,1792480,1788400,25840,1360,11863500,523,6.26494,800
2022-01-17T12:41:12.500130+0000,1334287,448292610,1334287,8192,8192,0,47.875,111.384,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,992,988,16,0,20,4,0,0,0,1349120,1343680,21760,0,11829000,727,4.86365,800
2022-01-17T12:41:14.335354+0000,1336122,448292610,1336122,8192,8192,0,48.249,131.316,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1031,1031,20,0,18,0,0,0,0,1402160,1402160,27200,0,11809500,590,6.11224,800
2022-01-17T12:41:15.663041+0000,1337449,448292610,1337449,8192,8192,0,48.544,173.316,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,870,869,17,0,20,1,0,0,0,1183200,1181840,23120,0,11985000,414,7.12937,800
2022-01-17T12:41:17.049968+0000,1338836,448292610,1338836,8192,8192,0,47.892,198.036,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,912,908,19,0,23,4,0,0,0,1240320,1234880,25840,0,12121500,259,7.15433,800
2022-01-17T12:41:18.486268+0000,1340273,448292610,1340273,8192,8192,0,48.163,111.624,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,929,925,19,4,19,4,0,0,0,1263440,1258000,25840,5440,12234000,97,7.03721,800
2022-01-17T12:41:19.974852+0000,1341761,448292610,1341761,8192,8192,0,48.287,114.36,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,972,961,12,12,11,11,0,0,0,1321920,1306960,16320,16320,12286500,31,7.10428,800
2022-01-17T12:41:21.537643+0000,1343324,448292610,1343324,8192,8192,0,48.415,134.412,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1009,1002,108,108,7,7,0,0,0,1372240,1362720,146880,146880,12283500,8,7.02459,800
2022-01-17T12:41:23.097508+0000,1344884,448292610,1344884,8192,8192,0,48.011,158.844,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1004,998,139,139,6,6,0,0,0,1365440,1357280,189040,189040,12286500,9,7.00284,800
2022-01-17T12:41:24.697806+0000,1346484,448292610,1346484,8192,8192,0,47.386,146.352,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1018,1004,43,43,14,14,0,0,0,1384480,1365440,58480,58480,12282000,8,6.92112,800
2022-01-17T12:41:26.386269+0000,1348173,448292610,1348173,8192,8192,0,47.943,148.008,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1084,1074,20,5,22,10,0,0,0,1474240,1460640,27200,6800,12276000,65,6.98515,800
2022-01-17T12:41:28.048644+0000,1349835,448292610,1349835,8192,8192,0,48.406,132.564,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1058,1052,24,1,32,6,0,0,0,1438880,1430720,32640,1360,12091500,171,6.9243,800
2022-01-17T12:41:29.741800+0000,1351528,448292610,1351528,8192,8192,0,48.089,204.72,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1072,1069,24,0,26,3,0,0,0,1457920,1453840,32640,0,12001500,280,6.88856,800
2022-01-17T12:41:31.453675+0000,1353240,448292610,1353240,8192,8192,0,48.492,185.376,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1069,1065,22,0,27,4,0,0,0,1453840,1448400,29920,0,11898000,381,6.79414,800
2022-01-17T12:41:33.074062+0000,1354860,448292610,1354860,8192,8192,0,48.135,142.32,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1020,1014,19,0,22,6,0,0,0,1387200,1379040,25840,0,11889000,466,6.84874,800
2022-01-17T12:41:34.851837+0000,1356638,448292610,1356638,8192,8192,0,47.029,143.676,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1085,1085,9,0,12,0,0,0,0,1475600,1475600,12240,0,11745000,486,6.64021,800
2022-01-17T12:41:36.524637+0000,1358311,448292610,1358311,8192,8192,0,47.255,120.744,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,948,945,6,0,9,3,0,0,0,1289280,1285200,8160,0,11824500,589,6.16585,800
2022-01-17T12:41:38.574803+0000,1360361,448292610,1360361,8192,8192,0,48.245,155.256,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1164,1160,22,0,26,4,0,0,0,1583040,1577600,29920,0,11586000,617,6.17719,800
2022-01-17T12:41:40.219292+0000,1362006,448292610,1362006,8192,8192,0,47.72,174.864,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,864,863,17,0,16,1,0,0,0,1175040,1173680,23120,0,11826000,617,5.71626,800
2022-01-17T12:41:42.046127+0000,1363833,448292610,1363833,8192,8192,0,47.88,132.936,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,972,970,5,0,9,2,0,0,0,1321920,1319200,6800,0,11844000,616,5.7889,800
2022-01-17T12:41:43.897293+0000,1365684,448292610,1365684,8192,8192,0,46.895,125.388,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1056,1056,14,0,14,0,0,0,0,1436160,1436160,19040,0,11757000,628,6.20651,800
2022-01-17T12:41:45.855790+0000,1367642,448292610,1367642,8192,8192,0,47.786,159.972,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,972,971,5,0,6,1,0,0,0,1321920,1320560,6800,0,11803500,652,5.39974,800
2022-01-17T12:41:47.545053+0000,1369331,448292610,1369331,8192,8192,0,48.081,147.648,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1002,1002,4,0,4,0,0,0,0,1362720,1362720,5440,0,11838000,600,6.45355,800
2022-01-17T12:41:49.389597+0000,1371176,448292610,1371176,8192,8192,0,47.828,166.884,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1086,1084,13,0,14,2,0,0,0,1476960,1474240,17680,0,11683500,594,6.40575,800
2022-01-17T12:41:51.018279+0000,1372805,448292610,1372805,8192,8192,0,47.717,156.204,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,965,964,5,0,7,1,0,0,0,1312400,1311040,6800,0,11721000,651,6.44644,800
2022-01-17T12:41:53.003050+0000,1374789,448292610,1374789,8192,8192,0,48.527,120.768,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,894,894,13,0,13,0,0,0,0,1215840,1215840,17680,0,11884500,673,4.90067,800
2022-01-17T12:41:55.203434+0000,1376990,448292610,1376990,8192,8192,0,47.873,146.112,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1064,1063,9,0,9,1,0,0,0,1447040,1445680,12240,0,11823000,693,5.26105,800
2022-01-17T12:41:57.396998+0000,1379183,448292610,1379183,8192,8192,0,49.135,124.92,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,978,978,12,0,10,0,0,0,0,1330080,1330080,16320,0,11829000,724,4.85085,800
2022-01-17T12:41:59.401680+0000,1381188,448292610,1381188,8192,8192,0,47.795,150.816,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1065,1060,19,0,27,5,0,0,0,1448400,1441600,25840,0,11728500,687,5.7801,800
2022-01-17T12:42:01.316192+0000,1383103,448292610,1383103,8192,8192,0,48.345,127.032,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,907,902,19,0,22,5,0,0,0,1233520,1226720,25840,0,11917500,717,5.15436,800
2022-01-17T12:42:03.374064+0000,1385161,448292610,1385161,8192,8192,0,47.249,129.756,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1212,1210,10,0,14,2,0,0,0,1648320,1645600,13600,0,11560500,596,6.40787,800
2022-01-17T12:42:04.872362+0000,1386659,448292610,1386659,8192,8192,0,47.565,156,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,809,808,5,0,6,1,0,0,0,1100240,1098880,6800,0,11848500,666,5.87461,800
2022-01-17T12:42:06.898871+0000,1388685,448292610,1388685,8192,8192,0,47.929,127.476,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1104,1101,8,0,11,3,0,0,0,1501440,1497360,10880,0,11701500,671,5.92719,800
2022-01-17T12:42:08.861803+0000,1390648,448292610,1390648,8192,8192,0,48.325,165.432,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,920,914,18,0,24,6,0,0,0,1251200,1243040,24480,0,11832000,695,5.09931,800
2022-01-17T12:42:10.795002+0000,1392581,448292610,1392581,8192,8192,0,48.38,170.796,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1056,1054,13,0,15,2,0,0,0,1436160,1433440,17680,0,11749500,662,5.94318,800
2022-01-17T12:42:12.804563+0000,1394591,448292610,1394591,8192,8192,0,48.047,118.596,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,929,927,24,0,26,2,0,0,0,1263440,1260720,32640,0,11857500,650,5.0297,800
2022-01-17T12:42:14.723105+0000,1396510,448292610,1396510,8192,8192,0,48.026,133.548,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1015,1013,7,0,9,2,0,0,0,1380400,1377680,9520,0,11836500,629,5.75603,800
2022-01-17T12:42:16.532576+0000,1398319,448292610,1398319,8192,8192,0,48.271,131.34,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1016,1013,11,0,14,3,0,0,0,1381760,1377680,14960,0,11820000,588,6.10901,800
2022-01-17T12:42:18.588110+0000,1400375,448292610,1400375,8192,8192,0,48.967,158.196,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1031,1030,11,0,9,1,0,0,0,1402160,1400800,14960,0,11806500,627,5.45711,800
2022-01-17T12:42:20.581838+0000,1402368,448292610,1402368,8192,8192,0,47.791,143.508,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,914,912,7,0,12,2,0,0,0,1243040,1240320,9520,0,11907000,654,4.98781,800
2022-01-17T12:42:22.727902+0000,1404514,448292610,1404514,8192,8192,0,48.203,117.708,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,985,982,14,0,16,3,0,0,0,1339600,1335520,19040,0,11958000,692,4.99372,800
2022-01-17T12:42:24.858534+0000,1406645,448292610,1406645,8192,8192,0,48.903,144.696,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1084,1083,12,0,14,1,0,0,0,1474240,1472880,16320,0,11808000,697,5.5354,800
2022-01-17T12:42:27.517177+0000,1409304,448292610,1409304,8192,8192,0,47.784,145.536,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1122,1120,11,0,13,2,0,0,0,1525920,1523200,14960,0,11626500,725,4.59156,800
2022-01-17T12:42:29.542446+0000,1411329,448292610,1411329,8192,8192,0,47.877,149.496,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,893,892,7,0,8,1,0,0,0,1214480,1213120,9520,0,11788500,735,4.79731,800
2022-01-17T12:42:31.472635+0000,1413259,448292610,1413259,8192,8192,0,48.516,130.176,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1014,1010,9,0,13,4,0,0,0,1379040,1373600,12240,0,11772000,709,5.71567,800
2022-01-17T12:42:33.595390+0000,1415382,448292610,1415382,8192,8192,0,48.033,145.524,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,979,978,9,0,9,1,0,0,0,1331440,1330080,12240,0,11833500,705,5.0178,800
2022-01-17T12:42:35.712888+0000,1417499,448292610,1417499,8192,8192,0,47.531,140.424,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,987,986,4,0,6,1,0,0,0,1342320,1340960,5440,0,11826000,722,5.07132,800
2022-01-17T12:42:37.859352+0000,1419646,448292610,1419646,8192,8192,0,47.366,129.708,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1080,1078,6,0,8,2,0,0,0,1468800,1466080,8160,0,11709000,710,5.47432,800
2022-01-17T12:42:39.990077+0000,1421777,448292610,1421777,8192,8192,0,48.456,140.532,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,925,922,22,0,21,3,0,0,0,1258000,1253920,29920,0,11863500,706,4.72328,800
2022-01-17T12:42:42.130438+0000,1423917,448292610,1423917,8192,8192,0,48.164,136.764,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1084,1077,10,0,21,7,0,0,0,1474240,1464720,13600,0,11710500,722,5.51026,800
2022-01-17T12:42:44.057814+0000,1425844,448292610,1425844,8192,8192,0,46.884,221.784,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,1013,1013,2,0,2,0,0,0,0,1377680,1377680,2720,0,11691000,699,5.71834,800
2022-01-17T12:42:45.914502+0000,1427701,448292610,1427701,8192,8192,0,47.064,157.8,1000,0,0,0,0,0,0,0,0,0,12288000,0,0,12,860,858,5,0,7,2,0,0,0,1169600,1166880,6800,0,11904000,728,5.03952,800
